GKGRECORDID,DATE,first_sentence
20191207224500-871,2019-12-07,A Hong Kong hedge fund secretly built up the biggest ever short position in the UK by taking huge bets againstPremier Oil shares.
20191209001500-1032,2019-12-09,The Financial Conduct Authority is monitoring funds invested in Neil Woodford’s Equity Income fund to prevent the liquidity crisis spreading.
20191209001500-468,2019-12-09,"Companies have given up on the ‘most dispiriting and disappointing’ General Election campaign in living memory, a major business leader said yesterday."
20191209001500-641,2019-12-09,Hundreds of pensioners are preparing a legal fight over an alleged scam after investors lost £230million when a parking firm collapsed.
20191209001500-734,2019-12-09,Tesco shares climbed in early trading after it confirmed it was considering selling its Thai and Malaysian businesses after an approach by an unnamed buyer.
20191209001500-915,2019-12-09,The incoming chief executive of BP sold £7.8million of shares in the firm before his appointment was announced publicly.
20191209110000-100,2019-12-09,Dutch investment firm Prosus has sprinkled an extra £200million on top of its offer for takeaway delivery appJust Eat.
20191209224500-454,2019-12-09,Amazon has claimed President Trump put pressure on the Pentagon to deny it a valuable contract because he has a 'personal vendetta' against Jeff Bezos.
20191209231500-911,2019-12-09,The amount of fines handed out by the financial watchdog has soared to a four-year high in the past 12 months.
20191209233000-1098,2019-12-09,"Nervous investors pulled out almost £100million from property funds in just two days after the suspension of the UK’s biggest commercial property fund, it has emerged."
20191209233000-162,2019-12-09,Elon Musk turned heads as he took Tesla’s new Cybertruck for a spin – and hit a traffic bollard.
20191209233000-1641,2019-12-09,G4S will find out today if it has been removed from a leading ethical stock market index after it was blacklisted by Norway’s state investment fund over human rights concerns.
20191209233000-1748,2019-12-09,Marks & Spencer started the week with a bang as it was bestowed a rare double upgrade from analysts at Goldman Sachs.
20191210213000-763,2019-12-10,"Lloyds is to re-open compensation claims to customers who were victims of a fraud scheme perpetrated by the HBOS Reading branch - which plundered £1bn from small firms to fund sex parties, superyachts and lavish holidays."
20191211003000-1251,2019-12-11,Fresh turbulence has hit Rolls-Royce after its largest shareholder quit the board.
20191211010000-1094,2019-12-11,Music investment fund Hipgnosis has snapped up the rights to a back catalogue of songs by British indie rock band the Kaiser Chiefs.
20191211010000-1207,2019-12-11,A Labour peer has saved online fashion retailer Koovs from collapse after buying it when it went into administration.
20191211010000-1290,2019-12-11,The boss of data firm Kantar has announced his shock resignation almost a year after he was stabbed.
20191211010000-1564,2019-12-11,Four businessmen arrested over the London Capital & Finance savings scandal are said to have pocketed almost £20million in the run-up to its collapse.
20191211010000-1680,2019-12-11,"JD Wetherspoon will create up to 10,000 new jobs as it invests more than £200million in pubs and hotels over the next four years."
20191211010000-2167,2019-12-11,The future of Four Seasons was thrown further into doubt last night as the crisis-hit care provider was forced to hand nearly 60 homes to rivals.
20191211010000-2208,2019-12-11,"Embattled advertising firm M&C Saatchi was last night reeling from the shock resignations of four directors, including one of its founders."
20191211010000-747,2019-12-11,"The Big Four supermarkets have had their worst run into Christmas for 15 years, according to the latest market data."
20191211010000-896,2019-12-11,Lloyds Bank boss Antonio Horta-Osorio faced embarrassment yesterday over his handling of the HBOS Reading fraud scandal.
20191211114500-1008,2019-12-11,Saudi Arabian oil company Aramco has become the largest listed company in the world after it completed its long awaited float of shares on the Saudi stock market.
20191211223000-1352,2019-12-11,Partners at accountancy firm KPMG were paid less than their counterparts at rivals after a year of turmoil.
20191211223000-1357,2019-12-11,The brother-and-sister team that set up Stagecoach is vacating the driving seat after the transport group showed declining revenues in the last six months.
20191211223000-1537,2019-12-11,Fears of a hung parliament are stalking financial markets after a key index of UK-focused firms slipped yesterday.
20191211223000-1971,2019-12-11,"The departures of co-founder Maurice Saatchi, House of Cards author Lord Dobbs and two other directors sent M&C Saatchi into reverse."
20191211223000-2189,2019-12-11,"The housing market has been put 'on hold' by the General Election, according to a report published today."
20191211223000-617,2019-12-11,Amazon's bid to buy a stake in takeaway firm Deliveroo is in doubt after the competition watchdog threatened to launch a full-scale investigation.
20191211223000-705,2019-12-11,British motorbike maker Triumph has reported a boost in sales and profits after expanding into China.
20191211223000-817,2019-12-11,"Mark Barnett, the former protege of fallen fund manager Neil Woodford, has been fired from running a £1.1billion investment trust."
20191212091500-360,2019-12-12,The FTSE-100 closed up 57.22 points at 7273.47 and the pound was at $1.31 against the dollar.
20191212131500-1588,2019-12-12,Online supermarket Ocado said it has seen a surge in customers searching for vegan and gluten-free Christmas options as it reported a jump in sales.
20191212181500-1408,2019-12-12,"Fuller's can look forward to celebrating its 175th birthday next year, as half-year pre-tax profits soared to £176.2million."
20191212223000-1019,2019-12-12,The battle for Just Eat could be settled through an auction.
20191212223000-110,2019-12-12,"Aberdeen Standard Investments is about to take on the beleaguered Woodford Income Focus fund, two months after it was suspended."
20191212223000-1145,2019-12-12,PZ Cussons is to part with its long-serving chief executive after warning that profit and revenue fell in the first half of the financial year.
20191212223000-1554,2019-12-12,Ocado has claimed its tie-up with Marks & Spencer will deliver cheaper and better food than what it had been supplied by Waitrose.
20191212223000-1686,2019-12-12,Mike Lynch was accused of telling 'lie after lie' in court yesterday as the £4billion Autonomy fraud trial neared a dramatic conclusion.
20191212223000-314,2019-12-12,Election nights are the kind of occasion when political aficionados plonk themselves in front of the TV and go online to Just Eat for some take-out food.
20191212223000-396,2019-12-12,Serco is poised to pay its first dividend since 2014 after the outsourcer's UK operations returned to growth.
20191212223000-532,2019-12-12,An American hedge fund boss has been forced to pay around £4.5million to Sotheby's after it sold a 17th century painting for him that has been deemed a fake.
20191212223000-787,2019-12-12,"Property funds have seen the biggest weekly exodus since the Brexit vote more than three years ago, as investors fear they will be blocked from getting access to their money."
